Lon,Lat,C_LonLatElev,B_LonLatElev,U_LonLatElev
-112.5000000000,78.5000000000,0.0246949588,0.1878093360,0.7874957052
-111.5000000000,78.5000000000,0.0253312678,0.1954127655,0.7792559667
-110.5000000000,78.5000000000,0.0262957604,0.2082239829,0.7654802567
-109.5000000000,78.5000000000,0.0262538626,0.2226855566,0.7510605807
-104.5000000000,78.5000000000,0.0283262475,0.3072866409,0.6643871116
-103.5000000000,78.5000000000,0.0290943738,0.3270431155,0.6438625107
-102.5000000000,78.5000000000,0.0303197632,0.3473696439,0.6223105929
-101.5000000000,78.5000000000,0.0310006148,0.3652035991,0.6037957862
-100.5000000000,78.5000000000,0.0317460065,0.3850870969,0.5831668966
-97.5000000000,78.5000000000,0.0340859935,0.4521372527,0.5137767537
-96.5000000000,78.5000000000,0.0329661549,0.4689275312,0.4981063139
-95.5000000000,78.5000000000,0.0329357975,0.4905724860,0.4764917165
-92.5000000000,78.5000000000,0.0313707935,0.5570484809,0.4115807256
-91.5000000000,78.5000000000,0.0354161090,0.5782778059,0.3863060850
-90.5000000000,78.5000000000,0.0352861818,0.5986188319,0.3660949863
-89.5000000000,78.5000000000,0.0313993353,0.6263220231,0.3422786416
-86.5000000000,78.5000000000,0.0227927454,0.6866764056,0.2905308490
-85.5000000000,78.5000000000,0.0209598392,0.7010557374,0.2779844234
-84.5000000000,78.5000000000,0.0191147203,0.7141069510,0.2667783287
-83.5000000000,78.5000000000,0.0180075969,0.7187632028,0.2632292003
-82.5000000000,78.5000000000,0.0154800226,0.7163424780,0.2681774994
-81.5000000000,78.5000000000,0.0163525276,0.6899871484,0.2936603240
-80.5000000000,78.5000000000,0.0186359751,0.6511354604,0.3302285645
-79.5000000000,78.5000000000,0.0217385370,0.6012509444,0.3770105186
-78.5000000000,78.5000000000,0.0196652211,0.5582770057,0.4220577732
-77.5000000000,78.5000000000,0.0186299730,0.5089489316,0.4724210953
-116.5000000000,77.5000000000,0.0257852922,0.1963643871,0.7778503207
-112.5000000000,77.5000000000,0.0252106820,0.1864377476,0.7883515704
-111.5000000000,77.5000000000,0.0258129078,0.1940270607,0.7801600315
-110.5000000000,77.5000000000,0.0265330904,0.2069424632,0.7665244464
-105.5000000000,77.5000000000,0.0287618011,0.2912173233,0.6800208756
-95.5000000000,77.5000000000,0.0332789149,0.4885895695,0.4781315155
-94.5000000000,77.5000000000,0.0332576653,0.5115908877,0.4551514470
-93.5000000000,77.5000000000,0.0322181319,0.5322043294,0.4355775387
-90.5000000000,77.5000000000,0.0305663114,0.6024073712,0.3670263174
-87.5000000000,77.5000000000,0.0243995000,0.6678336841,0.3077668159
-86.5000000000,77.5000000000,0.0230821121,0.6849325305,0.2919853574
-82.5000000000,77.5000000000,0.0161934961,0.7139046912,0.2699018127
-81.5000000000,77.5000000000,0.0152716289,0.6903789900,0.2943493811
-80.5000000000,77.5000000000,0.0180739706,0.6505287302,0.3313972992
-79.5000000000,77.5000000000,0.0181713951,0.6048817992,0.3769468057
-78.5000000000,77.5000000000,0.0180424520,0.5590804041,0.4228771439
-120.5000000000,76.5000000000,0.0305628370,0.3241333330,0.6453038299
-119.5000000000,76.5000000000,0.0295077385,0.2764316261,0.6940606354
-117.5000000000,76.5000000000,0.0278271339,0.2101142073,0.7620586588
-109.5000000000,76.5000000000,0.0271931409,0.2196801644,0.7531266946
-104.5000000000,76.5000000000,0.0292418196,0.3036503035,0.6671078769
-103.5000000000,76.5000000000,0.0300384020,0.3232721802,0.6466894178
-100.5000000000,76.5000000000,0.0332883867,0.3805297963,0.5861818171
-99.5000000000,76.5000000000,0.0348652692,0.4045777554,0.5605569754
-98.5000000000,76.5000000000,0.0360510126,0.4274644702,0.5364845171
-95.5000000000,76.5000000000,0.0346804021,0.4855274002,0.4797921976
-94.5000000000,76.5000000000,0.0354517855,0.5076896769,0.4568585376
-93.5000000000,76.5000000000,0.0329124077,0.5298438388,0.4372437535
-92.5000000000,76.5000000000,0.0334502241,0.5515793845,0.4149703914
-90.5000000000,76.5000000000,0.0309111249,0.6004848913,0.3686039838
-88.5000000000,76.5000000000,0.0274708474,0.6464461345,0.3260830181
-86.5000000000,76.5000000000,0.0229377940,0.6837656371,0.2932965689
-85.5000000000,76.5000000000,0.0221665389,0.6967488921,0.2810845691
-84.5000000000,76.5000000000,0.0192124124,0.7113850022,0.2694025854
-83.5000000000,76.5000000000,0.0182669784,0.7158179868,0.2659150349
-82.5000000000,76.5000000000,0.0185744460,0.7089669498,0.2724586042
-81.5000000000,76.5000000000,0.0165101891,0.6869950162,0.2964947947
-80.5000000000,76.5000000000,0.0167478655,0.6511400713,0.3321120632
-79.5000000000,76.5000000000,0.0195439670,0.6012737974,0.3791822356
-78.5000000000,76.5000000000,0.0187829789,0.5563503802,0.4248666409
-115.5000000000,75.5000000000,0.0271789454,0.1836218525,0.7891992021
-114.5000000000,75.5000000000,0.0276927063,0.1776501332,0.7946571605
-113.5000000000,75.5000000000,0.0280070954,0.1777717185,0.7942211861
-112.5000000000,75.5000000000,0.0277364255,0.1828359043,0.7894276702
-111.5000000000,75.5000000000,0.0269171302,0.1912020045,0.7818808653
-110.5000000000,75.5000000000,0.0276827783,0.2039614684,0.7683557533
-109.5000000000,75.5000000000,0.0276721094,0.2181877991,0.7541400914
-108.5000000000,75.5000000000,0.0283655324,0.2338339426,0.7378005250
-107.5000000000,75.5000000000,0.0301086112,0.2537664236,0.7161249652
-106.5000000000,75.5000000000,0.0302315935,0.2721374601,0.6976309464
-99.5000000000,75.5000000000,0.0351204979,0.4027551592,0.5621243428
-98.5000000000,75.5000000000,0.0361832320,0.4257350023,0.5380817657
-95.5000000000,75.5000000000,0.0346050170,0.4839801477,0.4814148354
-94.5000000000,75.5000000000,0.0354292117,0.5060973162,0.4584734722
-91.5000000000,75.5000000000,0.0337195395,0.5754683534,0.3908121071
-90.5000000000,75.5000000000,0.0333781106,0.5961608563,0.3704610331
-89.5000000000,75.5000000000,0.0315109599,0.6217576394,0.3467314007
-88.5000000000,75.5000000000,0.0290143772,0.6431232270,0.3278623959
-85.5000000000,75.5000000000,0.0222346197,0.6953268356,0.2824385447
-84.5000000000,75.5000000000,0.0204675678,0.7082969625,0.2712354697
-83.5000000000,75.5000000000,0.0212377734,0.7102847080,0.2684775185
-82.5000000000,75.5000000000,0.0206485116,0.7046780419,0.2746734465
-81.5000000000,75.5000000000,0.0180814852,0.6831802867,0.2987382281
-80.5000000000,75.5000000000,0.0179635956,0.6477703473,0.3342660571
-121.5000000000,74.5000000000,0.0345174119,0.3749794648,0.5905031233
-113.5000000000,74.5000000000,0.0280203781,0.1810580060,0.7909216160
-112.5000000000,74.5000000000,0.0281604300,0.1857087630,0.7861308070
-97.5000000000,74.5000000000,0.0367210284,0.4470845620,0.5161944096
-88.5000000000,74.5000000000,0.0285316318,0.6393016059,0.3321667623
-87.5000000000,74.5000000000,0.0284378433,0.6569815234,0.3145806334
-86.5000000000,74.5000000000,0.0251267686,0.6749183942,0.2999548372
-123.5000000000,73.5000000000,0.0428123303,0.5003782563,0.4568094133
-122.5000000000,73.5000000000,0.0387744144,0.4385725488,0.5226530368
-121.5000000000,73.5000000000,0.0367687568,0.3732581496,0.5899730936
-120.5000000000,73.5000000000,0.0356451537,0.3099493068,0.6544055395
-119.5000000000,73.5000000000,0.0337259366,0.2584104577,0.7078636057
-118.5000000000,73.5000000000,0.0333413065,0.2249130695,0.7417456240
-117.5000000000,73.5000000000,0.0332968775,0.2080759149,0.7586272076
-116.5000000000,73.5000000000,0.0325067378,0.1961476119,0.7713456502
-115.5000000000,73.5000000000,0.0310561152,0.1877196111,0.7812242737
-106.5000000000,73.5000000000,0.0331107060,0.2734840479,0.6934052460
-105.5000000000,73.5000000000,0.0326932459,0.2859349374,0.6813718167
