Lon,Lat,C_LonLatElev,B_LonLatElev,U_LonLatElev
-112.5000000000,78.5000000000,0.0360538621,0.2080807810,0.7558653569
-111.5000000000,78.5000000000,0.0408511955,0.2325580094,0.7265907951
-110.5000000000,78.5000000000,0.0472788643,0.2616839525,0.6910371831
-109.5000000000,78.5000000000,0.0514735754,0.2906766980,0.6578497266
-104.5000000000,78.5000000000,0.0633999317,0.4238886019,0.5127114664
-103.5000000000,78.5000000000,0.0621878260,0.4399769837,0.4978351902
-102.5000000000,78.5000000000,0.0603786174,0.4546256276,0.4849957549
-101.5000000000,78.5000000000,0.0570596647,0.4613260635,0.4816142718
-100.5000000000,78.5000000000,0.0519278220,0.4721604583,0.4759117197
-97.5000000000,78.5000000000,0.0417985516,0.4881921058,0.4700093426
-96.5000000000,78.5000000000,0.0390452790,0.4879190060,0.4730357151
-95.5000000000,78.5000000000,0.0391113044,0.4875558518,0.4733328439
-92.5000000000,78.5000000000,0.0415560156,0.4764722537,0.4819717307
-91.5000000000,78.5000000000,0.0573354695,0.4568892758,0.4857752547
-90.5000000000,78.5000000000,0.0649338240,0.4434071605,0.4916590156
-89.5000000000,78.5000000000,0.0613394707,0.4449336345,0.4937268948
-86.5000000000,78.5000000000,0.0643796757,0.4145697630,0.5210505613
-85.5000000000,78.5000000000,0.0682132543,0.4008632789,0.5309234667
-84.5000000000,78.5000000000,0.0694179113,0.3847737610,0.5458083277
-83.5000000000,78.5000000000,0.0738641769,0.3606407415,0.5654950816
-82.5000000000,78.5000000000,0.0630173286,0.3487777185,0.5882049529
-81.5000000000,78.5000000000,0.0669533827,0.3200889900,0.6129576273
-80.5000000000,78.5000000000,0.0761083145,0.2878911643,0.6360005212
-79.5000000000,78.5000000000,0.0881071300,0.2551656904,0.6567271796
-78.5000000000,78.5000000000,0.0601728725,0.2457052107,0.6941219168
-77.5000000000,78.5000000000,0.0496350618,0.2316702740,0.7186946643
-116.5000000000,77.5000000000,0.0388929161,0.2000947091,0.7610123747
-112.5000000000,77.5000000000,0.0368714692,0.2070335756,0.7560949552
-111.5000000000,77.5000000000,0.0416165938,0.2315217938,0.7268616124
-110.5000000000,77.5000000000,0.0471914011,0.2613009566,0.6915076423
-105.5000000000,77.5000000000,0.0650359044,0.4014313175,0.5335327782
-95.5000000000,77.5000000000,0.0389999298,0.4871416918,0.4738583784
-94.5000000000,77.5000000000,0.0395572291,0.4836661388,0.4767766321
-93.5000000000,77.5000000000,0.0398935404,0.4819946370,0.4781118226
-90.5000000000,77.5000000000,0.0471827420,0.4611078119,0.4917094461
-87.5000000000,77.5000000000,0.0562189778,0.4319461904,0.5118348317
-86.5000000000,77.5000000000,0.0642844344,0.4141166946,0.5215988710
-82.5000000000,77.5000000000,0.0669849193,0.3450240927,0.5879909880
-81.5000000000,77.5000000000,0.0570552677,0.3275006064,0.6154441260
-80.5000000000,77.5000000000,0.0699210790,0.2916268084,0.6384521126
-79.5000000000,77.5000000000,0.0607724326,0.2719684400,0.6672591275
-78.5000000000,77.5000000000,0.0495279897,0.2528224732,0.6976495371
-120.5000000000,76.5000000000,0.0455279668,0.2595785621,0.6948934710
-119.5000000000,76.5000000000,0.0441875114,0.2312418708,0.7245706178
-117.5000000000,76.5000000000,0.0437772949,0.2057762371,0.7504464681
-109.5000000000,76.5000000000,0.0531099204,0.2883897419,0.6585003376
-104.5000000000,76.5000000000,0.0648466077,0.4214659084,0.5136874839
-103.5000000000,76.5000000000,0.0635936828,0.4375484316,0.4988578856
-100.5000000000,76.5000000000,0.0547756510,0.4680167584,0.4772075906
-99.5000000000,76.5000000000,0.0507426650,0.4728525424,0.4764047926
-98.5000000000,76.5000000000,0.0472086475,0.4777459607,0.4750453918
-95.5000000000,76.5000000000,0.0415026474,0.4834232966,0.4750740560
-94.5000000000,76.5000000000,0.0441170712,0.4774951479,0.4783877810
-93.5000000000,76.5000000000,0.0406758674,0.4804526535,0.4788714791
-92.5000000000,76.5000000000,0.0451379741,0.4710628955,0.4837991304
-90.5000000000,76.5000000000,0.0470474474,0.4607069572,0.4922455954
-88.5000000000,76.5000000000,0.0539381416,0.4413700611,0.5046917973
-86.5000000000,76.5000000000,0.0618250306,0.4158479065,0.5223270629
-85.5000000000,76.5000000000,0.0722124273,0.3963636490,0.5314239237
-84.5000000000,76.5000000000,0.0664681941,0.3862309877,0.5473008182
-83.5000000000,76.5000000000,0.0720103815,0.3610716843,0.5669179342
-82.5000000000,76.5000000000,0.0849953477,0.3310781478,0.5839265045
-81.5000000000,76.5000000000,0.0647128438,0.3208145536,0.6144726026
-80.5000000000,76.5000000000,0.0587320067,0.2993828517,0.6418851417
-79.5000000000,76.5000000000,0.0683015673,0.2663465522,0.6653518805
-78.5000000000,76.5000000000,0.0523080036,0.2503068507,0.6973851458
-115.5000000000,75.5000000000,0.0402361558,0.1886248302,0.7711390140
-114.5000000000,75.5000000000,0.0411122880,0.1816695816,0.7772181304
-113.5000000000,75.5000000000,0.0426104533,0.1874976608,0.7698918858
-112.5000000000,75.5000000000,0.0431138710,0.2016171315,0.7552689975
-111.5000000000,75.5000000000,0.0435704057,0.2291560255,0.7272735687
-110.5000000000,75.5000000000,0.0494447925,0.2586201463,0.6919350612
-109.5000000000,75.5000000000,0.0539365976,0.2872529574,0.6588104450
-108.5000000000,75.5000000000,0.0579287649,0.3140193776,0.6280518575
-107.5000000000,75.5000000000,0.0643582420,0.3407581195,0.5948836385
-106.5000000000,75.5000000000,0.0663353936,0.3692910790,0.5643735274
-99.5000000000,75.5000000000,0.0503438198,0.4727403469,0.4769158333
-98.5000000000,75.5000000000,0.0464640563,0.4780506805,0.4754852632
-95.5000000000,75.5000000000,0.0403106671,0.4843564281,0.4753329047
-94.5000000000,75.5000000000,0.0429786617,0.4783060003,0.4787153380
-91.5000000000,75.5000000000,0.0480002517,0.4652060580,0.4867936904
-90.5000000000,75.5000000000,0.0536846177,0.4529328218,0.4933825605
-89.5000000000,75.5000000000,0.0571555036,0.4474342700,0.4954102264
