Lon,Lat,C_LonLatElev,B_LonLatElev,U_LonLatElev
-115.5000000000,75.5000000000,0.0388269427,0.1407949821,0.8203780752
-114.5000000000,75.5000000000,0.0443513743,0.1460912400,0.8095573857
-113.5000000000,75.5000000000,0.0499515352,0.1524478834,0.7976005815
-112.5000000000,75.5000000000,0.0514766957,0.1548154869,0.7937078174
-111.5000000000,75.5000000000,0.0509281450,0.1599055625,0.7891662925
-110.5000000000,75.5000000000,0.0555471131,0.1688119538,0.7756409330
-109.5000000000,75.5000000000,0.0581032657,0.1754501977,0.7664465366
-108.5000000000,75.5000000000,0.0605716733,0.1811437475,0.7582845792
-107.5000000000,75.5000000000,0.0632997784,0.1865499513,0.7501502703
-106.5000000000,75.5000000000,0.0614345783,0.1844661365,0.7540992852
-99.5000000000,75.5000000000,0.0662489302,0.2057821806,0.7279688892
-98.5000000000,75.5000000000,0.0750839743,0.2304990006,0.6944170251
-95.5000000000,75.5000000000,0.1128742184,0.3544574313,0.5326683503
-94.5000000000,75.5000000000,0.1194945500,0.3803090805,0.5001963695
-91.5000000000,75.5000000000,0.1094067548,0.4121181558,0.4784750894
-90.5000000000,75.5000000000,0.1088729935,0.4244880774,0.4666389291
-89.5000000000,75.5000000000,0.1022848337,0.4334779139,0.4642372524
-88.5000000000,75.5000000000,0.0946175971,0.4529791626,0.4524032403
-85.5000000000,75.5000000000,0.0923353702,0.5561445171,0.3515201127
-84.5000000000,75.5000000000,0.0902391231,0.5885683714,0.3211925055
-83.5000000000,75.5000000000,0.1023796370,0.6170231486,0.2805972144
-82.5000000000,75.5000000000,0.1037923009,0.6343055266,0.2619021725
-81.5000000000,75.5000000000,0.0831952200,0.6181929335,0.2986118465
-80.5000000000,75.5000000000,0.0752506106,0.5885781678,0.3361712216
-121.5000000000,74.5000000000,0.0624199438,0.2853158261,0.6522642302
-113.5000000000,74.5000000000,0.0461650496,0.1493694231,0.8044655274
-112.5000000000,74.5000000000,0.0499268929,0.1550420105,0.7950310967
-97.5000000000,74.5000000000,0.0846205983,0.2605937530,0.6547856486
-88.5000000000,74.5000000000,0.0886701189,0.4371903871,0.4741394940
-87.5000000000,74.5000000000,0.0955846243,0.4704895984,0.4339257773
-86.5000000000,74.5000000000,0.0892197415,0.5025287379,0.4082515206
-123.5000000000,73.5000000000,0.1092496538,0.4687434046,0.4220069416
-122.5000000000,73.5000000000,0.0926436511,0.3964078301,0.5109485188
-121.5000000000,73.5000000000,0.0698553132,0.3038225442,0.6263221425
-120.5000000000,73.5000000000,0.0516828845,0.2224200037,0.7258971118
-119.5000000000,73.5000000000,0.0444322835,0.1836734919,0.7718942246
-118.5000000000,73.5000000000,0.0418765354,0.1605559600,0.7975675046
-117.5000000000,73.5000000000,0.0405679609,0.1495114934,0.8099205457
-116.5000000000,73.5000000000,0.0398706847,0.1434051634,0.8167241519
-115.5000000000,73.5000000000,0.0398492276,0.1397976114,0.8203531611
-106.5000000000,73.5000000000,0.0640111299,0.1861726669,0.7498162032
-105.5000000000,73.5000000000,0.0643109353,0.1888791269,0.7468099378
-104.5000000000,73.5000000000,0.0615393794,0.1864560883,0.7520045323
-101.5000000000,73.5000000000,0.0584892817,0.1818168107,0.7596939077
-100.5000000000,73.5000000000,0.0604965004,0.1850925390,0.7544109606
-99.5000000000,73.5000000000,0.0604691604,0.1903489478,0.7491818918
-98.5000000000,73.5000000000,0.0686022415,0.2074617361,0.7239360225
-95.5000000000,73.5000000000,0.1159932803,0.3368228659,0.5471838538
-94.5000000000,73.5000000000,0.1178315456,0.3524646869,0.5297037675
-93.5000000000,73.5000000000,0.1126785556,0.3587473129,0.5285741315
-92.5000000000,73.5000000000,0.1077818966,0.3645222658,0.5276958376
-91.5000000000,73.5000000000,0.1014781959,0.3699212831,0.5286005210
-87.5000000000,73.5000000000,0.0913432450,0.4461786870,0.4624780680
-86.5000000000,73.5000000000,0.0920787509,0.4779262514,0.4299949977
-83.5000000000,73.5000000000,0.0855744189,0.5557867511,0.3586388300
-82.5000000000,73.5000000000,0.0833700429,0.5628608216,0.3537691356
-81.5000000000,73.5000000000,0.0761990384,0.5555862121,0.3682147495
-80.5000000000,73.5000000000,0.0830419364,0.5418189872,0.3751390764
-79.5000000000,73.5000000000,0.0790196783,0.5156509596,0.4053293622
-78.5000000000,73.5000000000,0.0639077287,0.4786794868,0.4574127844
-77.5000000000,73.5000000000,0.0615213773,0.4469215123,0.4915571104
-124.5000000000,72.5000000000,0.1415164057,0.5375722016,0.3209113926
