Lon,Lat,C_LonLatElev,B_LonLatElev,U_LonLatElev
-112.5000000000,78.5000000000,0.0562663672,0.2931185726,0.6506150601
-111.5000000000,78.5000000000,0.0558862330,0.3032074968,0.6409062702
-110.5000000000,78.5000000000,0.0564956639,0.3134358853,0.6300684509
-109.5000000000,78.5000000000,0.0553087009,0.3228235152,0.6218677839
-104.5000000000,78.5000000000,0.0509472298,0.3309935347,0.6180592356
-103.5000000000,78.5000000000,0.0508162145,0.3302868231,0.6188969624
-102.5000000000,78.5000000000,0.0509762029,0.3294953400,0.6195284570
-101.5000000000,78.5000000000,0.0514305342,0.3288997714,0.6196696944
-100.5000000000,78.5000000000,0.0506649086,0.3257557387,0.6235793528
-97.5000000000,78.5000000000,0.0546611260,0.3364590388,0.6088798351
-96.5000000000,78.5000000000,0.0570740537,0.3510157573,0.5919101890
-95.5000000000,78.5000000000,0.0626618669,0.3648763427,0.5724617904
-92.5000000000,78.5000000000,0.0778484668,0.3927205942,0.5294309390
-91.5000000000,78.5000000000,0.1056901493,0.3956585421,0.4986513085
-90.5000000000,78.5000000000,0.1189979933,0.3927873874,0.4882146192
-89.5000000000,78.5000000000,0.1112490527,0.3892374222,0.4995135251
-86.5000000000,78.5000000000,0.1043281976,0.3574463604,0.5382254420
-85.5000000000,78.5000000000,0.1067621891,0.3488689496,0.5443688613
-84.5000000000,78.5000000000,0.1037337504,0.3362819106,0.5599843390
-83.5000000000,78.5000000000,0.1053837902,0.3248685287,0.5697476812
-82.5000000000,78.5000000000,0.0868380213,0.3087835264,0.6043784524
-81.5000000000,78.5000000000,0.0891206964,0.2953635098,0.6155157938
-80.5000000000,78.5000000000,0.0973481862,0.2827450371,0.6199067766
-79.5000000000,78.5000000000,0.1090229900,0.2696552865,0.6213217235
-78.5000000000,78.5000000000,0.0737743405,0.2481711518,0.6780545077
-77.5000000000,78.5000000000,0.0578303924,0.2290374490,0.7131321586
-116.5000000000,77.5000000000,0.0648635198,0.2539961043,0.6811403759
-112.5000000000,77.5000000000,0.0572029242,0.2926368021,0.6501602737
-111.5000000000,77.5000000000,0.0566066153,0.3025981105,0.6407952742
-110.5000000000,77.5000000000,0.0561166415,0.3121924488,0.6316909097
-105.5000000000,77.5000000000,0.0535032433,0.3354735469,0.6110232098
-95.5000000000,77.5000000000,0.0621836614,0.3635316399,0.5742846987
-94.5000000000,77.5000000000,0.0673487835,0.3763150874,0.5563361292
-93.5000000000,77.5000000000,0.0716871764,0.3864587932,0.5418540304
-90.5000000000,77.5000000000,0.0896602122,0.3882844842,0.5220553036
-87.5000000000,77.5000000000,0.0954325315,0.3665716108,0.5379958578
-86.5000000000,77.5000000000,0.1037041839,0.3562891321,0.5400066840
-82.5000000000,77.5000000000,0.0914460572,0.3088507703,0.5997031725
-81.5000000000,77.5000000000,0.0763102749,0.2908336772,0.6328560479
-80.5000000000,77.5000000000,0.0894120329,0.2801415087,0.6304464585
-79.5000000000,77.5000000000,0.0761153484,0.2616379665,0.6622466851
-78.5000000000,77.5000000000,0.0607684707,0.2423083378,0.6969231915
-120.5000000000,76.5000000000,0.0686809263,0.2223632224,0.7089558513
-119.5000000000,76.5000000000,0.0672944657,0.2255418207,0.7071637135
-117.5000000000,76.5000000000,0.0697713040,0.2448576771,0.6853710188
-109.5000000000,76.5000000000,0.0564245340,0.3213696460,0.6222058200
-104.5000000000,76.5000000000,0.0515100080,0.3292373566,0.6192526355
-103.5000000000,76.5000000000,0.0513599914,0.3285216839,0.6201183247
-100.5000000000,76.5000000000,0.0526975082,0.3249664091,0.6223360827
-99.5000000000,76.5000000000,0.0536866159,0.3246473074,0.6216660767
-98.5000000000,76.5000000000,0.0548582129,0.3262825163,0.6188592708
-95.5000000000,76.5000000000,0.0654452303,0.3639497791,0.5706049906
-94.5000000000,76.5000000000,0.0738940870,0.3777042016,0.5484017114
-93.5000000000,76.5000000000,0.0725837554,0.3856529751,0.5417632695
-92.5000000000,76.5000000000,0.0829583270,0.3918864411,0.5251552319
-90.5000000000,76.5000000000,0.0890162763,0.3870287671,0.5239549567
-88.5000000000,76.5000000000,0.0954978152,0.3762705223,0.5282316624
-86.5000000000,76.5000000000,0.0996820615,0.3546261475,0.5456917909
-85.5000000000,76.5000000000,0.1113066670,0.3472605931,0.5414327399
-84.5000000000,76.5000000000,0.0987808912,0.3334152010,0.5678039077
-83.5000000000,76.5000000000,0.1019833346,0.3223147029,0.5757019625
-82.5000000000,76.5000000000,0.1134147026,0.3113484106,0.5752368867
-81.5000000000,76.5000000000,0.0854642423,0.2925084120,0.6220273457
-80.5000000000,76.5000000000,0.0754011131,0.2753172099,0.6492816770
-79.5000000000,76.5000000000,0.0846877515,0.2631702029,0.6521420456
-78.5000000000,76.5000000000,0.0637374868,0.2427132073,0.6935493060
-115.5000000000,75.5000000000,0.0699786112,0.2641637275,0.6658576613
-114.5000000000,75.5000000000,0.0727221309,0.2745288282,0.6527490408
-113.5000000000,75.5000000000,0.0712077290,0.2846256120,0.6441666590
-112.5000000000,75.5000000000,0.0657737534,0.2947653806,0.6394608659
-111.5000000000,75.5000000000,0.0585653342,0.3016319430,0.6398027228
-110.5000000000,75.5000000000,0.0580994536,0.3112269803,0.6306735661
-109.5000000000,75.5000000000,0.0569806590,0.3206363298,0.6223830112
-108.5000000000,75.5000000000,0.0569902102,0.3296636062,0.6133461835
